,location,size,total_sqft,bath,price,bhk,price_per_sqrt
351,Attibele,2 BHK,1200.0,2.0,42.0,2,3500.0
352,Attibele,1 BHK,400.0,1.0,10.0,1,2500.0
353,Attibele,2 BHK,695.0,1.0,25.0,2,3597.122302158273
354,Attibele,2 BHK,850.0,1.0,25.0,2,2941.176470588235
355,Attibele,1 BHK,450.0,1.0,12.5,1,2777.777777777778
356,Attibele,1 BHK,782.0,1.0,19.55,1,2500.0
357,Attibele,2 BHK,656.0,2.0,25.0,2,3810.9756097560976
358,Attibele,1 BHK,400.0,1.0,11.5,1,2875.0
359,Attibele,1 BHK,460.0,1.0,13.0,1,2826.086956521739
360,Attibele,1 BHK,418.0,2.0,11.5,1,2751.196172248804
361,Attibele,3 Bedroom,1700.0,3.0,65.0,3,3823.529411764706
362,Attibele,1 BHK,400.0,1.0,10.25,1,2562.5
363,Attibele,2 BHK,656.0,2.0,25.0,2,3810.9756097560976
364,Attibele,1 BHK,520.0,1.0,15.0,1,2884.6153846153848
365,BEML Layout,2 BHK,1060.0,2.0,55.0,2,5188.679245283019
366,BEML Layout,2 BHK,999.0,2.0,45.0,2,4504.504504504504
367,BEML Layout,5 Bedroom,2400.0,4.0,225.0,5,9375.0
368,BEML Layout,2 BHK,1194.0,2.0,65.0,2,5443.886097152429
369,BEML Layout,2 BHK,1200.0,2.0,67.0,2,5583.333333333333
370,BEML Layout,2 Bedroom,2400.0,2.0,228.0,2,9500.0
371,BEML Layout,2 BHK,1194.0,2.0,65.0,2,5443.886097152429
372,BTM 2nd Stage,2 BHK,950.0,2.0,52.0,2,5473.684210526316
373,BTM 2nd Stage,3 BHK,1850.0,3.0,170.0,3,9189.18918918919
374,BTM 2nd Stage,2 BHK,1200.0,2.0,80.0,2,6666.666666666667
375,BTM 2nd Stage,2 BHK,1274.0,2.0,70.0,2,5494.505494505494
376,BTM 2nd Stage,2 BHK,1280.0,2.0,80.0,2,6250.0
377,BTM 2nd Stage,2 BHK,1100.0,2.0,70.0,2,6363.636363636364
378,BTM 2nd Stage,2 BHK,1000.0,2.0,58.0,2,5800.0
379,BTM 2nd Stage,3 BHK,2200.0,3.0,220.0,3,10000.0
380,BTM 2nd Stage,2 BHK,965.0,2.0,56.0,2,5803.108808290155
381,BTM 2nd Stage,2 BHK,1147.0,2.0,75.0,2,6538.7968613775065
382,BTM 2nd Stage,3 BHK,1750.0,3.0,172.0,3,9828.57142857143
383,BTM 2nd Stage,2 BHK,1400.0,2.0,90.0,2,6428.571428571428
384,BTM 2nd Stage,2 BHK,1200.0,2.0,70.0,2,5833.333333333333
385,BTM 2nd Stage,2 BHK,930.0,2.0,46.0,2,4946.236559139785
386,BTM Layout,2 BHK,1150.0,2.0,63.0,2,5478.260869565217
387,BTM Layout,6 Bedroom,3300.0,6.0,165.0,6,5000.0
388,BTM Layout,3 BHK,1450.0,2.0,81.0,3,5586.206896551724
389,BTM Layout,3 BHK,1458.0,3.0,79.0,3,5418.38134430727
390,BTM Layout,2 BHK,935.0,2.0,51.5,2,5508.0213903743315
391,BTM Layout,2 BHK,1020.0,2.0,46.5,2,4558.823529411765
392,BTM Layout,3 BHK,1300.0,2.0,75.0,3,5769.2307692307695
393,BTM Layout,3 BHK,1540.0,2.0,78.0,3,5064.935064935065
394,BTM Layout,1 BHK,450.0,1.0,20.0,1,4444.444444444444
395,BTM Layout,2 BHK,1196.0,2.0,56.81,2,4750.0
396,BTM Layout,3 BHK,1470.0,2.0,99.0,3,6734.693877551021
397,Babusapalaya,3 BHK,1611.0,2.0,66.0,3,4096.83426443203
398,Babusapalaya,3 BHK,1675.0,3.0,75.0,3,4477.611940298508
399,Babusapalaya,2 BHK,1141.0,2.0,46.0,2,4031.5512708150745
400,Babusapalaya,2 BHK,1500.0,2.0,57.0,2,3800.0
401,Babusapalaya,2 BHK,1050.0,2.0,45.0,2,4285.714285714285
402,Babusapalaya,2 BHK,1141.0,2.0,45.9,2,4022.787028921998
403,Babusapalaya,3 BHK,1230.0,3.0,53.0,3,4308.943089430894
404,Babusapalaya,2 BHK,1105.0,2.0,40.0,2,3619.9095022624433
405,Babusapalaya,3 BHK,1410.0,2.0,65.0,3,4609.929078014185
406,Babusapalaya,2 BHK,1450.0,2.0,55.99,2,3861.3793103448274
407,Babusapalaya,2 BHK,1061.0,2.0,38.95,2,3671.065032987748
408,Babusapalaya,2 BHK,1245.0,2.0,58.0,2,4658.634538152611
409,Badavala Nagar,3 BHK,1494.0,2.0,94.55,3,6328.647925033467
410,Badavala Nagar,3 BHK,1494.0,2.0,94.55,3,6328.647925033467
411,Badavala Nagar,3 BHK,1494.0,2.0,94.55,3,6328.647925033467
412,Balagere,2 BHK,1210.0,2.0,80.9,2,6685.950413223141
413,Balagere,2 BHK,1210.0,2.0,72.0,2,5950.413223140496
414,Balagere,2 BHK,1205.0,2.0,78.5,2,6514.522821576764
415,Balagere,2 BHK,1020.07,2.0,68.38,2,6703.461527150097
416,Balagere,2 BHK,1205.47,2.0,81.0,2,6719.370867794304
417,Balagere,2 BHK,1007.0,2.0,65.0,2,6454.816285998014
418,Balagere,2 BHK,1210.0,2.0,74.0,2,6115.702479338843
419,Balagere,1 BHK,675.0,1.0,45.0,1,6666.666666666667
420,Balagere,1 BHK,656.0,1.0,43.0,1,6554.878048780488
421,Balagere,2 BHK,1012.0,2.0,64.0,2,6324.110671936759
422,Balagere,2 BHK,1007.0,2.0,62.0,2,6156.901688182721
423,Balagere,2 BHK,1007.0,2.0,67.0,2,6653.4260178748755
424,Balagere,2 BHK,1007.0,2.0,66.0,2,6554.121151936445
425,Balagere,2 BHK,1012.0,2.0,65.0,2,6422.924901185771
426,Balagere,1 BHK,656.0,1.0,38.77,1,5910.0609756097565
427,Balagere,1 BHK,645.0,1.0,39.0,1,6046.511627906977
428,Balagere,1 BHK,645.0,1.0,41.0,1,6356.589147286822
429,Balagere,2 BHK,1210.0,2.0,82.0,2,6776.859504132231
430,Balagere,2 BHK,1205.0,2.0,73.87,2,6130.290456431535
431,Balagere,2 BHK,1007.0,2.0,68.0,2,6752.730883813307
432,Balagere,2 BHK,1205.0,2.0,79.0,2,6556.016597510374
433,Balagere,2 BHK,1012.0,2.0,68.0,2,6719.367588932806
434,Banashankari,3 BHK,1470.0,2.0,88.64,3,6029.931972789115
435,Banashankari,3 BHK,1300.0,2.0,75.0,3,5769.2307692307695
436,Banashankari,3 BHK,1800.0,3.0,115.0,3,6388.888888888889
437,Banashankari,2 BHK,1125.0,2.0,63.0,2,5600.0
438,Banashankari,2 BHK,1310.0,2.0,80.0,2,6106.8702290076335
440,Banashankari,2 BHK,1260.0,2.0,75.0,2,5952.380952380952
441,Banashankari,3 BHK,1350.0,2.0,83.0,3,6148.148148148148
442,Banashankari,2 BHK,1330.0,2.0,78.0,2,5864.661654135339
443,Banashankari,3 BHK,1400.0,2.0,78.0,3,5571.428571428572
444,Banashankari,3 BHK,1700.0,3.0,125.0,3,7352.941176470588
445,Banashankari,2 BHK,1390.0,2.0,86.0,2,6187.050359712231
446,Banashankari,2 BHK,1460.0,2.0,70.0,2,4794.520547945205
447,Banashankari,2 BHK,1200.0,2.0,60.0,2,5000.0
448,Banashankari,2 BHK,1290.0,2.0,80.0,2,6201.550387596899
449,Banashankari,2 BHK,1186.0,2.0,65.0,2,5480.607082630691
450,Banashankari,3 BHK,1650.0,3.0,101.0,3,6121.212121212121
451,Banashankari,2 BHK,1181.0,2.0,75.0,2,6350.550381033023
452,Banashankari,2 BHK,1040.0,2.0,45.0,2,4326.923076923077
453,Banashankari,2 BHK,1330.0,2.0,77.0,2,5789.473684210527
454,Banashankari,2 BHK,1185.0,2.0,67.0,2,5654.008438818565
455,Banashankari,2 BHK,1000.0,2.0,50.0,2,5000.0
457,Banashankari,3 BHK,1650.0,3.0,101.0,3,6121.212121212121
458,Banashankari,2 BHK,1310.0,2.0,80.43,2,6139.69465648855
459,Banashankari,2 BHK,600.0,1.0,27.0,2,4500.0
460,Banashankari,2 BHK,1430.0,2.0,87.8,2,6139.8601398601395
461,Banashankari,2 BHK,1020.0,2.0,42.83,2,4199.019607843137
463,Banashankari,3 BHK,1683.0,3.0,115.0,3,6833.036244800951
464,Banashankari,3 BHK,1800.0,3.0,125.0,3,6944.444444444444
466,Banashankari,3 BHK,1770.0,3.0,108.0,3,6101.6949152542375
467,Banashankari,3 BHK,1800.0,3.0,125.0,3,6944.444444444444
468,Banashankari,3 BHK,1200.0,3.0,74.52,3,6210.0
469,Banashankari,2 BHK,1100.0,2.0,63.0,2,5727.272727272727
470,Banashankari,2 BHK,1260.0,2.0,75.0,2,5952.380952380952
471,Banashankari,3 BHK,1426.0,3.0,85.0,3,5960.729312762974
472,Banashankari Stage II,2 BHK,1700.0,2.0,150.0,2,8823.529411764706
473,Banashankari Stage II,4 Bedroom,1200.0,2.0,150.0,4,12500.0
474,Banashankari Stage II,3 BHK,1500.0,2.0,120.0,3,8000.0
475,Banashankari Stage II,2 Bedroom,500.0,2.0,55.0,2,11000.0
476,Banashankari Stage II,4 Bedroom,1050.0,3.0,125.0,4,11904.761904761905
477,Banashankari Stage II,2 BHK,1250.0,2.0,110.0,2,8800.0
478,Banashankari Stage II,3 BHK,1260.0,2.0,95.0,3,7539.68253968254
479,Banashankari Stage II,3 Bedroom,2400.0,2.0,300.0,3,12500.0
480,Banashankari Stage II,5 BHK,2800.0,3.0,425.0,5,15178.57142857143
481,Banashankari Stage II,3 Bedroom,3000.0,3.0,450.0,3,15000.0
482,Banashankari Stage II,2 BHK,1245.0,2.0,125.0,2,10040.160642570281
483,Banashankari Stage III,3 BHK,1305.0,2.0,58.7,3,4498.08429118774
484,Banashankari Stage III,2 BHK,1145.0,2.0,58.4,2,5100.436681222707
485,Banashankari Stage III,3 BHK,1650.0,3.0,118.0,3,7151.515151515152
486,Banashankari Stage III,4 Bedroom,2400.0,4.0,240.0,4,10000.0
487,Banashankari Stage III,3 BHK,1350.0,2.0,68.0,3,5037.037037037037
488,Banashankari Stage III,3 BHK,1305.0,2.0,59.0,3,4521.072796934866
489,Banashankari Stage III,3 BHK,1305.0,2.0,60.0,3,4597.701149425287
490,Banashankari Stage III,3 BHK,1305.0,2.0,59.0,3,4521.072796934866
491,Banashankari Stage III,3 BHK,1480.0,3.0,75.48,3,5100.0
492,Banashankari Stage III,3 BHK,1305.0,2.0,59.0,3,4521.072796934866
493,Banashankari Stage III,2 BHK,1304.0,2.0,111.0,2,8512.269938650306
494,Banashankari Stage III,6 Bedroom,3000.0,6.0,150.0,6,5000.0
495,Banashankari Stage III,2 BHK,1085.0,2.0,50.0,2,4608.294930875576
496,Banashankari Stage III,3 BHK,1500.0,2.0,100.0,3,6666.666666666667
497,Banashankari Stage III,4 Bedroom,2100.0,3.0,147.0,4,7000.0
498,Banashankari Stage III,3 BHK,1420.0,2.0,95.0,3,6690.140845070423
499,Banashankari Stage V,3 BHK,1305.0,2.0,49.0,3,3754.7892720306513
500,Banashankari Stage V,2 BHK,1035.0,2.0,35.77,2,3456.038647342996
501,Banashankari Stage V,3 BHK,1510.0,3.0,47.57,3,3150.3311258278145
502,Banashankari Stage V,3 BHK,1650.0,3.0,51.98,3,3150.3030303030305
503,Banashankari Stage V,3 BHK,1630.0,3.0,51.35,3,3150.306748466258
504,Banashankari Stage V,3 BHK,1510.0,3.0,47.57,3,3150.3311258278145
505,Banashankari Stage V,3 BHK,1315.0,2.0,49.0,3,3726.235741444867
506,Banashankari Stage V,3 BHK,1540.0,3.0,48.51,3,3150.0
507,Banashankari Stage VI,2 BHK,1177.5,2.0,59.935,2,5090.0212314225055
508,Banashankari Stage VI,4 Bedroom,4800.0,4.0,190.0,4,3958.3333333333335
509,Banashankari Stage VI,2 BHK,1160.0,2.0,59.0,2,5086.206896551724
510,Banashankari Stage VI,2 BHK,1180.0,2.0,59.47,2,5039.830508474576
511,Banashankari Stage VI,3 BHK,1423.0,2.0,71.73,3,5040.758959943781
512,Banashankari Stage VI,3 BHK,1392.0,3.0,69.46,3,4989.942528735632
513,Banashankari Stage VI,3 BHK,1410.5,2.0,70.385,3,4990.074441687346
514,Banashankari Stage VI,4 Bedroom,4800.0,3.0,200.0,4,4166.666666666667
515,Banaswadi,2 BHK,1184.0,2.0,53.0,2,4476.351351351352
516,Banaswadi,2 BHK,1145.0,2.0,55.0,2,4803.493449781659
517,Banaswadi,2 BHK,1250.0,2.0,60.0,2,4800.0
518,Banaswadi,2 BHK,1365.0,2.0,73.0,2,5347.985347985348
519,Banaswadi,5 Bedroom,1903.0,6.0,140.0,5,7356.8050446663165
520,Banaswadi,2 BHK,1222.0,2.0,80.0,2,6546.6448445171845
521,Banaswadi,2 BHK,870.0,2.0,38.0,2,4367.816091954023
522,Banaswadi,2 BHK,1200.0,2.0,60.0,2,5000.0
523,Banaswadi,1 RK,527.0,1.0,35.0,1,6641.366223908918
524,Banaswadi,2 BHK,1340.0,2.0,73.0,2,5447.761194029851
525,Banaswadi,2 BHK,1008.0,2.0,52.0,2,5158.730158730159
526,Banaswadi,2 BHK,1105.0,2.0,57.0,2,5158.371040723982
527,Banjara Layout,5 Bedroom,1200.0,5.0,96.0,5,8000.0
528,Banjara Layout,2 Bedroom,1050.0,2.0,64.8,2,6171.428571428572
529,Banjara Layout,2 Bedroom,753.0,3.0,59.5,2,7901.726427622842
530,Bannerghatta,4 Bedroom,810.0,4.0,50.0,4,6172.83950617284
531,Bannerghatta,3 BHK,1665.0,3.0,110.0,3,6606.606606606607
532,Bannerghatta,2 BHK,1100.0,2.0,66.0,2,6000.0
533,Bannerghatta,2 BHK,1113.0,2.0,70.0,2,6289.308176100629
534,Bannerghatta,2 BHK,1200.0,2.0,73.2,2,6100.0
535,Bannerghatta,3 BHK,1776.0,3.0,124.0,3,6981.981981981982
536,Bannerghatta Road,2 BHK,1050.0,2.0,65.0,2,6190.476190476191
537,Bannerghatta Road,3 BHK,1170.0,2.0,66.0,3,5641.025641025641
538,Bannerghatta Road,1 BHK,595.0,1.0,33.32,1,5600.0
539,Bannerghatta Road,3 BHK,1445.0,3.0,95.0,3,6574.39446366782
540,Bannerghatta Road,3 BHK,1460.0,2.0,90.0,3,6164.3835616438355
541,Bannerghatta Road,2 BHK,1179.0,2.0,66.02,2,5599.660729431722
542,Bannerghatta Road,2 BHK,1122.5,2.0,58.935,2,5250.334075723831
543,Bannerghatta Road,2 BHK,793.0,2.0,45.0,2,5674.653215636822
544,Bannerghatta Road,2 BHK,1400.0,2.0,78.0,2,5571.428571428572
545,Bannerghatta Road,3 BHK,1654.0,3.0,100.0,3,6045.949214026602
546,Bannerghatta Road,2 BHK,1181.0,2.0,55.0,2,4657.070279424217
547,Bannerghatta Road,2 BHK,1200.0,2.0,75.0,2,6250.0
548,Bannerghatta Road,1 BHK,595.0,1.0,31.83,1,5349.579831932773
549,Bannerghatta Road,2 BHK,1105.0,2.0,51.0,2,4615.384615384615
550,Bannerghatta Road,2 BHK,1255.0,2.0,65.26,2,5200.000000000001
552,Bannerghatta Road,2 BHK,912.0,2.0,55.0,2,6030.701754385965
553,Bannerghatta Road,2 BHK,1218.0,2.0,73.0,2,5993.431855500821
554,Bannerghatta Road,2 BHK,1115.0,2.0,65.12,2,5840.358744394619
556,Bannerghatta Road,3 BHK,1600.0,3.0,95.0,3,5937.5
557,Bannerghatta Road,2 BHK,1275.0,2.0,65.0,2,5098.0392156862745
558,Bannerghatta Road,2 BHK,1260.0,2.0,70.0,2,5555.555555555556
559,Bannerghatta Road,2 BHK,1150.0,2.0,65.0,2,5652.173913043478
560,Bannerghatta Road,3 BHK,1725.0,3.0,110.0,3,6376.811594202899
561,Bannerghatta Road,2 BHK,1220.0,2.0,80.0,2,6557.377049180328
562,Bannerghatta Road,3 BHK,1486.0,3.0,83.22,3,5600.269179004038
563,Bannerghatta Road,2 BHK,1015.0,2.0,48.0,2,4729.064039408867
564,Bannerghatta Road,2 BHK,1115.0,2.0,61.0,2,5470.85201793722
565,Bannerghatta Road,3 BHK,1200.0,2.0,69.0,3,5750.0
567,Bannerghatta Road,2 BHK,1302.5,2.0,67.73,2,5200.0
568,Bannerghatta Road,2 BHK,1200.0,2.0,65.0,2,5416.666666666667
569,Bannerghatta Road,2 BHK,1240.0,2.0,65.0,2,5241.935483870968
571,Bannerghatta Road,2 BHK,1268.0,2.0,69.0,2,5441.640378548896
572,Bannerghatta Road,3 BHK,1450.0,2.0,87.0,3,6000.0
573,Bannerghatta Road,4 BHK,2932.0,5.0,195.0,4,6650.75034106412
574,Bannerghatta Road,2 BHK,960.0,2.0,58.0,2,6041.666666666667
575,Bannerghatta Road,2 BHK,1275.0,2.0,73.0,2,5725.490196078431
576,Bannerghatta Road,2 BHK,1240.0,2.0,71.0,2,5725.806451612903
577,Bannerghatta Road,2 BHK,1215.0,2.0,68.0,2,5596.707818930041
578,Bannerghatta Road,2 BHK,1215.0,2.0,68.0,2,5596.707818930041
579,Bannerghatta Road,3 BHK,1894.0,3.0,115.0,3,6071.805702217529
581,Bannerghatta Road,2 BHK,1280.0,2.0,60.16,2,4700.0
582,Bannerghatta Road,1 BHK,630.0,1.0,35.0,1,5555.555555555556
583,Bannerghatta Road,2 BHK,1215.0,2.0,68.0,2,5596.707818930041
584,Bannerghatta Road,3 BHK,1365.0,3.0,76.18,3,5580.952380952382
587,Bannerghatta Road,3 BHK,1650.0,3.0,94.0,3,5696.969696969697
588,Bannerghatta Road,2 BHK,1000.0,2.0,50.0,2,5000.0
591,Bannerghatta Road,2 BHK,1340.0,2.0,85.0,2,6343.2835820895525
594,Bannerghatta Road,2 BHK,1115.0,2.0,61.0,2,5470.85201793722
595,Bannerghatta Road,3 BHK,1640.0,3.0,105.0,3,6402.4390243902435
596,Bannerghatta Road,3 BHK,1550.0,3.0,96.0,3,6193.548387096775
597,Bannerghatta Road,2 BHK,1200.0,2.0,78.0,2,6500.0
598,Bannerghatta Road,3 BHK,1885.0,3.0,125.0,3,6631.29973474801
600,Bannerghatta Road,2 BHK,905.0,2.0,58.0,2,6408.839779005525
601,Bannerghatta Road,3 BHK,1920.0,3.0,122.0,3,6354.166666666667
603,Bannerghatta Road,3 BHK,1270.0,2.0,73.0,3,5748.031496062992
604,Bannerghatta Road,3 BHK,1846.0,3.0,120.0,3,6500.541711809317
605,Bannerghatta Road,2 BHK,1122.5,2.0,61.74,2,5500.22271714922
606,Bannerghatta Road,3 BHK,1655.0,3.0,95.0,3,5740.181268882176
607,Bannerghatta Road,2 BHK,1150.0,2.0,55.0,2,4782.608695652174
608,Bannerghatta Road,2 BHK,1215.0,2.0,65.0,2,5349.794238683127
609,Bannerghatta Road,3 BHK,1470.0,2.0,85.0,3,5782.312925170068
610,Bannerghatta Road,2 BHK,970.0,2.0,57.0,2,5876.288659793814
611,Basavangudi,3 BHK,2337.0,4.0,292.0,3,12494.651262302097
612,Basavangudi,3 BHK,2350.0,3.0,300.0,3,12765.95744680851
614,Basavangudi,3 BHK,2150.0,3.0,265.0,3,12325.581395348838
615,Basavangudi,2 BHK,1036.0,2.0,105.0,2,10135.135135135135
616,Basavangudi,3 BHK,1600.0,2.0,160.0,3,10000.0
617,Basavangudi,2 BHK,1560.0,2.0,145.0,2,9294.871794871795
619,Basavangudi,3 BHK,1800.0,3.0,195.0,3,10833.333333333334
620,Basavangudi,2 BHK,1100.0,2.0,93.0,2,8454.545454545454
621,Basavangudi,2 BHK,1050.0,2.0,103.0,2,9809.52380952381
624,Basavangudi,2 BHK,1180.0,2.0,124.0,2,10508.474576271186
625,Basavangudi,2 BHK,1200.0,2.0,120.0,2,10000.0
626,Basavangudi,3 BHK,2350.0,3.0,300.0,3,12765.95744680851
628,Basaveshwara Nagar,5 Bedroom,4500.0,5.0,415.0,5,9222.222222222223
629,Basaveshwara Nagar,7 Bedroom,2460.0,7.0,350.0,7,14227.642276422765
630,Basaveshwara Nagar,6 Bedroom,800.0,6.0,110.0,6,13750.0
631,Basaveshwara Nagar,5 Bedroom,2400.0,4.0,310.0,5,12916.666666666666
632,Basaveshwara Nagar,5 Bedroom,2520.0,4.0,378.0,5,15000.0
633,Basaveshwara Nagar,5 Bedroom,1200.0,3.0,180.0,5,15000.0
634,Basaveshwara Nagar,2 Bedroom,1200.0,1.0,180.0,2,15000.0
635,Battarahalli,2 Bedroom,1200.0,2.0,65.0,2,5416.666666666667
636,Battarahalli,3 BHK,1779.0,3.0,89.61,3,5037.099494097808
637,Battarahalli,3 BHK,1945.0,3.0,97.42,3,5008.740359897172
638,Battarahalli,3 BHK,1880.0,3.0,94.36,3,5019.148936170212
639,Battarahalli,2 BHK,1636.0,2.0,82.89,2,5066.6259168704155
640,Battarahalli,3 BHK,1779.0,3.0,90.0,3,5059.02192242833
641,Battarahalli,3 BHK,2082.0,3.0,104.0,3,4995.1969260326605
642,Battarahalli,3 BHK,2024.0,3.0,103.0,3,5088.932806324111
643,Battarahalli,2 BHK,1097.0,2.0,49.0,2,4466.727438468551
644,Begur,3 BHK,1419.0,2.0,59.0,3,4157.85764622974
645,Begur,3 BHK,1580.0,3.0,75.0,3,4746.835443037975
646,Begur,3 BHK,1475.0,2.0,74.0,3,5016.949152542373
647,Begur,2 BHK,1100.0,2.0,55.0,2,5000.0
648,Begur,2 BHK,1306.0,2.0,65.0,2,4977.029096477795
649,Begur,3 BHK,1304.0,3.0,65.0,3,4984.662576687117
650,Begur,3 BHK,1411.0,2.0,60.0,3,4252.303330970943
651,Begur,2 BHK,815.0,2.0,40.0,2,4907.9754601227
652,Begur,3 BHK,1443.0,2.0,70.0,3,4851.004851004851
653,Begur Road,2 BHK,1200.0,2.0,44.0,2,3666.6666666666665
654,Begur Road,2 BHK,1200.0,2.0,46.8,2,3900.0
655,Begur Road,2 BHK,1160.0,2.0,44.0,2,3793.103448275862
656,Begur Road,3 BHK,1584.0,3.0,65.0,3,4103.535353535353
658,Begur Road,2 BHK,1200.0,2.0,43.2,2,3600.0
659,Begur Road,2 BHK,1160.0,2.0,44.08,2,3800.0
660,Begur Road,2 BHK,1200.0,2.0,45.0,2,3750.0
662,Begur Road,3 BHK,1410.0,2.0,53.0,3,3758.8652482269504
663,Begur Road,2 BHK,1160.0,2.0,40.59,2,3499.1379310344832
664,Begur Road,2 BHK,1260.0,2.0,46.62,2,3700.0
665,Begur Road,2 BHK,1160.0,2.0,42.0,2,3620.689655172414
666,Begur Road,2 BHK,1200.0,2.0,45.0,2,3750.0
668,Begur Road,2 BHK,1170.0,2.0,46.0,2,3931.6239316239316
669,Begur Road,2 BHK,1160.0,2.0,42.92,2,3700.0
671,Begur Road,3 BHK,1565.0,2.0,59.76,3,3818.5303514376997
672,Begur Road,2 BHK,1160.0,2.0,42.0,2,3620.689655172414
673,Begur Road,3 BHK,1410.0,2.0,53.58,3,3800.0
674,Begur Road,2 BHK,1200.0,2.0,45.0,2,3750.0
675,Begur Road,2 BHK,1200.0,2.0,42.6,2,3550.0
676,Begur Road,2 BHK,1160.0,2.0,42.0,2,3620.689655172414
678,Begur Road,2 BHK,1200.0,2.0,45.6,2,3800.0
679,Begur Road,2 BHK,1215.0,2.0,43.13,2,3549.794238683128
680,Begur Road,2 BHK,1200.0,2.0,44.4,2,3700.0
681,Begur Road,2 BHK,1160.0,2.0,44.0,2,3793.103448275862
682,Begur Road,2 BHK,952.0,2.0,42.0,2,4411.764705882353
683,Begur Road,2 BHK,1200.0,2.0,42.0,2,3500.0
684,Begur Road,2 BHK,1240.0,2.0,45.88,2,3700.0
685,Begur Road,3 Bedroom,1200.0,3.0,50.0,3,4166.666666666667
686,Begur Road,2 BHK,1200.0,2.0,44.0,2,3666.6666666666665
687,Begur Road,2 BHK,1100.0,2.0,42.6,2,3872.7272727272725
689,Begur Road,2 BHK,1200.0,2.0,44.4,2,3700.0
690,Begur Road,2 BHK,1215.0,2.0,43.75,2,3600.8230452674898
691,Begur Road,2 BHK,1200.0,2.0,44.73,2,3727.5
692,Begur Road,2 BHK,1160.0,2.0,42.0,2,3620.689655172414
693,Begur Road,3 BHK,1410.0,2.0,54.99,3,3900.0
694,Bellandur,3 BHK,1767.0,3.0,103.0,3,5829.088851160159
695,Bellandur,2 BHK,1205.0,2.0,66.0,2,5477.178423236514
696,Bellandur,2 BHK,1250.0,2.0,76.0,2,6080.0
697,Bellandur,2 BHK,1000.0,2.0,50.0,2,5000.0
698,Bellandur,2 BHK,1281.0,2.0,74.0,2,5776.736924277908
699,Bellandur,2 BHK,921.0,2.0,40.0,2,4343.105320304017
700,Bellandur,3 BHK,1490.0,2.0,98.0,3,6577.181208053691
703,Bellandur,2 BHK,1220.0,2.0,60.0,2,4918.0327868852455
704,Bellandur,2 BHK,1299.0,2.0,82.0,2,6312.548113933795
705,Bellandur,2 BHK,900.0,2.0,56.0,2,6222.222222222223
706,Bellandur,2 BHK,1350.0,2.0,79.0,2,5851.851851851852
707,Bellandur,2 BHK,1286.0,2.0,57.0,2,4432.348367029549
708,Bellandur,2 BHK,1457.0,2.0,85.0,2,5833.905284831846
709,Bellandur,2 BHK,1310.0,2.0,72.0,2,5496.18320610687
710,Bellandur,3 BHK,1785.0,3.0,118.0,3,6610.644257703081
711,Bellandur,2 BHK,1051.0,2.0,60.0,2,5708.848715509039
712,Bellandur,2 BHK,1060.0,2.0,65.0,2,6132.075471698113
713,Bellandur,2 BHK,1100.0,2.0,62.0,2,5636.363636363636
714,Bellandur,3 BHK,1685.0,3.0,100.0,3,5934.718100890208
715,Bellandur,2 BHK,982.0,2.0,55.0,2,5600.814663951121
716,Bellandur,2 BHK,1205.0,2.0,59.0,2,4896.265560165975
717,Bellandur,2 BHK,1063.0,2.0,58.0,2,5456.255879586077
718,Bellandur,2 BHK,1201.0,2.0,59.99,2,4995.004163197335
719,Bellandur,2 BHK,1325.0,2.0,65.0,2,4905.66037735849
720,Bellandur,3 BHK,1785.0,3.0,120.0,3,6722.689075630252
721,Bellandur,2 BHK,1088.0,2.0,48.0,2,4411.764705882353
722,Bellandur,2 BHK,1310.0,2.0,85.0,2,6488.5496183206105
723,Bellandur,2 BHK,1465.0,3.0,90.0,2,6143.344709897611
724,Bellandur,3 BHK,1767.0,3.0,109.0,3,6168.647425014148
725,Bellandur,2 BHK,1150.0,2.0,69.44,2,6038.260869565217
726,Bellandur,2 BHK,1410.0,3.0,92.0,2,6524.822695035461
727,Bellandur,2 BHK,1015.0,2.0,60.0,2,5911.330049261083
728,Bellandur,3 BHK,1685.0,3.0,101.0,3,5994.06528189911
729,Bellandur,3 BHK,1735.0,3.0,105.0,3,6051.873198847262
730,Bellandur,2 BHK,1049.0,2.0,51.0,2,4861.773117254528
731,Bellandur,2 BHK,1211.0,2.0,63.0,2,5202.312138728324
732,Bellandur,3 BHK,1717.0,3.0,110.0,3,6406.523005241701
733,Bellandur,2 BHK,1200.0,2.0,62.0,2,5166.666666666667
734,Bellandur,2 BHK,960.0,2.0,48.0,2,5000.0
735,Bellandur,2 BHK,850.0,2.0,45.0,2,5294.117647058823
736,Bellandur,2 BHK,1454.0,2.0,90.0,2,6189.821182943604
737,Bellandur,2 BHK,1195.0,2.0,52.0,2,4351.464435146443
738,Bellandur,2 BHK,1260.0,2.0,83.5,2,6626.984126984127
739,Bellandur,3 BHK,1535.0,3.0,90.0,3,5863.192182410424
740,Benson Town,3 BHK,3200.0,4.0,350.0,3,10937.5
741,Benson Town,4 BHK,4460.0,5.0,650.0,4,14573.991031390135
742,Benson Town,3 BHK,2850.0,4.0,470.0,3,16491.22807017544
743,Benson Town,4 BHK,3633.0,6.0,550.0,4,15139.003578309937
744,Benson Town,2 Bedroom,1688.12,2.0,270.0,2,15994.123640499492
745,Benson Town,3 BHK,1805.0,3.0,280.0,3,15512.465373961219
746,Benson Town,2 Bedroom,1688.0,2.0,280.0,2,16587.677725118483
